GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Gateway,com.reddot.gateway.security,UserNotActivatedException,5,4,0,0,2,2,1,1,1,1
Gateway,com.reddot.gateway.service.dto,PasswordChangeDTO,0,26,0,0,0,12,0,6,0,6
Gateway,com.reddot.gateway.service.dto,UserDTO,6,28,0,0,1,12,1,6,1,6
Gateway,com.reddot.gateway.service.dto,AdminUserDTO,0,187,0,0,0,58,0,29,0,29
Gateway,com.reddot.gateway.config,LocaleConfiguration,8,23,1,1,1,6,1,4,0,4
Gateway,com.reddot.gateway.config,DateTimeFormatConfiguration,0,14,0,0,0,5,0,2,0,2
Gateway,com.reddot.gateway.config,ReactorConfiguration,0,4,0,0,0,3,0,1,0,1
Gateway,com.reddot.gateway.config,DatabaseConfiguration.ZonedDateTimeWriteConverter,3,14,0,0,1,2,1,1,1,1
Gateway,com.reddot.gateway.config,CacheConfiguration,0,3,0,0,0,1,0,1,0,1
Gateway,com.reddot.gateway.config,ApplicationProperties,0,3,0,0,0,1,0,1,0,1
Gateway,com.reddot.gateway.config,AsyncConfiguration,4,46,0,0,1,11,1,2,1,2
Gateway,com.reddot.gateway.config,WebConfigurer,53,52,2,2,11,12,3,7,1,7
Gateway,com.reddot.gateway.config,LoggingConfiguration,11,53,4,4,3,13,4,2,0,2
Gateway,com.reddot.gateway.config,DatabaseConfiguration,0,68,0,0,0,17,0,5,0,5
Gateway,com.reddot.gateway.config,DatabaseConfiguration.DurationWriteConverter,8,14,2,0,1,2,2,1,1,1
Gateway,com.reddot.gateway.config,JacksonConfiguration,0,19,0,0,0,5,0,5,0,5
Gateway,com.reddot.gateway.config,DatabaseConfiguration.BitSetReadConverter,5,14,0,0,1,2,1,1,1,1
Gateway,com.reddot.gateway.config,DatabaseConfiguration.InstantWriteConverter,0,18,0,0,0,3,0,2,0,2
Gateway,com.reddot.gateway.config,LiquibaseConfiguration,6,142,2,2,1,29,2,5,0,5
Gateway,com.reddot.gateway.config,DatabaseConfiguration.InstantReadConverter,0,18,0,0,0,3,0,2,0,2
Gateway,com.reddot.gateway.config,DatabaseConfiguration.ZonedDateTimeReadConverter,4,14,0,0,1,2,1,1,1,1
Gateway,com.reddot.gateway.config,SecurityConfiguration,0,293,0,0,0,51,0,4,0,4
Gateway,com.reddot.gateway.config,LocaleConfiguration.AngularCookieLocaleContextResolver,235,17,34,0,59,4,22,2,5,2
Gateway,com.reddot.gateway.config,LoggingAspectConfiguration,5,3,0,0,1,1,1,1,1,1
Gateway,com.reddot.gateway.config,LocaleConfiguration.AngularCookieLocaleContextResolver.new TimeZoneAwareLocaleContext() {...},21,0,0,0,3,0,3,0,3,0
Gateway,com.reddot.gateway.config,DatabaseConfiguration.DurationReadConverter,8,14,2,0,1,2,2,1,1,1
Gateway,com.reddot.gateway.service.mapper,UserMapper,139,81,16,2,35,25,18,5,9,5
Gateway,com.reddot.gateway.web.rest,PublicUserResource,0,112,0,2,0,16,0,9,0,8
Gateway,com.reddot.gateway.web.rest,AccountResource.AccountResourceException,0,4,0,0,0,2,0,1,0,1
Gateway,com.reddot.gateway.web.rest,GatewayResource,69,9,2,0,14,4,3,1,2,1
Gateway,com.reddot.gateway.web.rest,AccountResource,0,219,0,18,0,60,0,24,0,15
Gateway,com.reddot.gateway.web.rest,UserResource,19,345,1,15,3,66,2,26,1,19
Gateway,com.reddot.gateway.web.rest,UserJWTController.JWTToken,4,9,0,0,2,4,1,2,1,2
Gateway,com.reddot.gateway.web.rest,UserJWTController,0,63,0,0,0,13,0,6,0,6
Gateway,com.reddot.gateway.domain,AbstractAuditingEntity,0,37,0,0,0,17,0,9,0,9
Gateway,com.reddot.gateway.domain,User,2,151,1,7,1,49,1,33,0,30
Gateway,com.reddot.gateway.domain,Authority,7,33,1,3,3,10,3,7,2,6
Gateway,com.reddot.gateway.web.rest.errors,FieldErrorVM,0,21,0,0,0,8,0,4,0,4
Gateway,com.reddot.gateway.web.rest.errors,LoginAlreadyUsedException,0,7,0,0,0,2,0,1,0,1
Gateway,com.reddot.gateway.web.rest.errors,ErrorConstants,0,16,0,0,0,5,0,1,0,1
Gateway,com.reddot.gateway.web.rest.errors,BadRequestAlertException,0,48,0,0,0,12,0,5,0,5
Gateway,com.reddot.gateway.web.rest.errors,EmailAlreadyUsedException,0,7,0,0,0,2,0,1,0,1
Gateway,com.reddot.gateway.web.rest.errors,ExceptionTranslator,147,254,12,12,32,57,14,13,5,10
Gateway,com.reddot.gateway.web.rest.errors,InvalidPasswordException,0,6,0,0,0,2,0,1,0,1
